[2019-12-14 06:00:43] RabbitPrint.WARNING:  | | | proses_daftar_invoice.php -> hapus_pelanggan [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> response : Array [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_jenis_pesanan, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_total, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191214/001', '90384998', '2019-12-14', 'U', 4, 'PSN/20191213/001', 80, 'B') [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-12-14 07:23:36] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> response : Array [] []
[2019-12-14 07:23:38] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20191214/001' [] []
[2019-12-14 07:23:38] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT sj.*, dp.* FROM surat_jalan_detail sj JOIN detail_pesanan dp ON dp.detail_pesanan_key = sj.surat_jalan_detail_pesanan_key WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20191214/001' [] []
[2019-12-14 07:23:50] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-12-14 07:23:50] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-14 07:23:54] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-12-14 07:23:54] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-12-14 07:23:54] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:23:54] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:23:54] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:23:54] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:23:54] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:23:54] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:23:57] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-12-14 07:23:57] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-12-14 07:23:57] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:23:57] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:23:57] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:23:57] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:23:57] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:23:57] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:29:47] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:29:47] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:29:47] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:29:55] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:29:55] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:29:55] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:29:55] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000015 [] []
[2019-12-14 07:29:55] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:30:33] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> selectkey : SELECT MAX(pesanan.pesanan_no_pesanan) AS psnkey FROM pesanan WHERE pesanan.pesanan_no_pesanan LIKE '%PSN/20191214/%' [] []
[2019-12-14 07:30:33] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> psn_key : PSN/20191214/001 [] []
[2019-12-14 07:30:33] RabbitPrint.WARNING:  | | | proses_pesanan.php -> load.. [] []
[2019-12-14 07:30:33] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query detail_pesanan -> sql_detail : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES  [] []
[2019-12-14 07:30:33] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', 'P013939', 'U', '2019-12-14', '6', 0, 0) [] []
[2019-12-14 07:30:33] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', 'P013939', 'U', '2019-12-14', '6', 0, 0) [] []
[2019-12-14 07:30:33] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> BERHASIL [] []
[2019-12-14 07:30:40] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:30:40] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:30:40] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:30:40] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000015 [] []
[2019-12-14 07:30:40] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:34:24] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:34:24] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:34:24] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:34:24] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000015 [] []
[2019-12-14 07:34:24] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:34:57] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> selectkey : SELECT MAX(pesanan.pesanan_no_pesanan) AS psnkey FROM pesanan WHERE pesanan.pesanan_no_pesanan LIKE '%PSN/20191214/%' [] []
[2019-12-14 07:34:57] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> psn_key : PSN/20191214/001 [] []
[2019-12-14 07:34:57] RabbitPrint.WARNING:  | | | proses_pesanan.php -> load.. [] []
[2019-12-14 07:34:57] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query detail_pesanan -> sql_detail : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES  [] []
[2019-12-14 07:34:57] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', 'M00SDNF', 'U', '2019-12-14', '10', 0, 0) [] []
[2019-12-14 07:34:57] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', 'M00SDNF', 'U', '2019-12-14', '10', 0, 0) [] []
[2019-12-14 07:34:57] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> BERHASIL [] []
[2019-12-14 07:35:53] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:35:53] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:35:53] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:35:53] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000015 [] []
[2019-12-14 07:35:53] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:36:02] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:36:02] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:36:02] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:36:06] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-12-14 07:36:06] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191214/001' [] []
[2019-12-14 07:36:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-12-14 07:36:11] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-12-14 07:36:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:36:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:36:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:36:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:36:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-14 07:36:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-12-14 07:36:16] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:36:16] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:36:16] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000015 [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191214/001' [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 10 [] []
[2019-12-14 07:36:19] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191214/001' [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> load.. [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> string query detail_pesanan -> sql_detail : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', '0000000015', 'NAMA', 'MOTIF', 2, '001', 'BIRU', '', 0, 0, 0, 10, 'Kg', 1, 'Roll', '1 BK KANAN') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191214/001', detail_pesanan_key = '0000000015', detail_pesanan_nama_barang = 'NAMA', detail_pesanan_jenis_print = 'MOTIF', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '001', detail_pesanan_nama_warna = 'BIRU', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 1, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '1 BK KANAN'; INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', '0000000016', 'NAMA', 'MOTIF', 2, '002', 'MERAH', '', 0, 0, 0, 10, 'Kg', 1, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191214/001', detail_pesanan_key = '0000000016', detail_pesanan_nama_barang = 'NAMA', detail_pesanan_jenis_print = 'MOTIF', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '002', detail_pesanan_nama_warna = 'MERAH', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 1, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '' [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> string query pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', 'M00SDNF', 'U', '2019-12-14', '10', 20, 2) ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', pesanan_total_qty = 20, pesanan_total_qty_packing = 2 [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', 'M00SDNF', 'U', '2019-12-14', '10', 20, 2) ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', pesanan_total_qty = 20, pesanan_total_qty_packing = 2 [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke pesanan -> BERHASIL [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> value : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', '0000000015', 'NAMA', 'MOTIF', 2, '001', 'BIRU', '', 0, 0, 0, 10, 'Kg', 1, 'Roll', '1 BK KANAN') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191214/001', detail_pesanan_key = '0000000015', detail_pesanan_nama_barang = 'NAMA', detail_pesanan_jenis_print = 'MOTIF', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '001', detail_pesanan_nama_warna = 'BIRU', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 1, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '1 BK KANAN' [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> value : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191214/001', '0000000016', 'NAMA', 'MOTIF', 2, '002', 'MERAH', '', 0, 0, 0, 10, 'Kg', 1, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191214/001', detail_pesanan_key = '0000000016', detail_pesanan_nama_barang = 'NAMA', detail_pesanan_jenis_print = 'MOTIF', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '002', detail_pesanan_nama_warna = 'MERAH', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 1, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '' [] []
[2019-12-14 07:37:44] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000017 [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191214/001' [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 10 [] []
[2019-12-14 07:37:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191214/001' [] []
[2019-12-14 07:37:59] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-14 07:37:59] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-14 07:37:59] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-14 07:38:04] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-12-14 07:38:04] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191214/001' [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> buat_suratjalan [] []
[2019-12-14 07:38:10] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20191214/%' [] []
