[2019-05-19 09:01:57] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 16:37:53] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 16:41:55] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 16:41:55] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 16:43:06] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 16:43:06] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 16:43:14] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 16:43:14] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 16:44:48] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 16:44:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 16:45:15] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 16:45:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 16:45:37] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 16:45:37] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:04:27] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:04:27] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:05:08] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:05:08] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:05:50] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:05:50] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:10:13] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:10:13] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:12:42] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:12:42] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:12:48] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> buat_suratjalan [] []
[2019-05-19 21:12:48] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20190519/%' [] []
[2019-05-19 21:12:49] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20190519/001 [] []
[2019-05-19 21:12:49] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000001","surat_jalan_detail_nama_barang":"asu","surat_jalan_detail_jenis_print":"asuuuu","surat_jalan_detail_warna":"3","surat_jalan_detail_kain":"1233","surat_jalan_detail_nama_warna":"biru persib","surat_jalan_detail_subtotal_qty":"22","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"2","surat_jalan_detail_satuan_pack":"Roll"}] [] []
[2019-05-19 21:12:49] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/001', 'AD2333', '2019-05-19', , 'PSN/20190514/001', 'B') [] []
[2019-05-19 21:12:49] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> GAGAL : You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ' 'PSN/20190514/001', 'B')' at line 1 [] []
[2019-05-19 21:12:57] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:12:57] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:17:31] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:17:31] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> buat_suratjalan [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20190519/%' [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20190519/001 [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000001","surat_jalan_detail_nama_barang":"asu","surat_jalan_detail_jenis_print":"asuuuu","surat_jalan_detail_warna":"3","surat_jalan_detail_kain":"1233","surat_jalan_detail_nama_warna":"biru persib","surat_jalan_detail_subtotal_qty":"22","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"2","surat_jalan_detail_satuan_pack":"Roll"}] [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/001', 'AD2333', '2019-05-19', 3, 'PSN/20190514/001', 'B') [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/001', 'asu', 'asuuuu', 3, 22, 'Kg', 2, 'Roll', '' '') [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> upd_psn : UPDATE detail_pesanan p SET p.upd_tms = NOW(), p.upd_usr = 'superuser', p.detail_pesanan_status = 'SRJ/20190519/001' WHERE p.detail_pesanan_no_pesanan = 'PSN/20190514/001' AND p.detail_pesanan_nama_barang = 'asu' AND p.detail_pesanan_jenis_print = 'asuuuu' [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-05-19 21:17:35] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> response : Array [] []
[2019-05-19 21:17:36] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20190519/001' [] []
[2019-05-19 21:17:36] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20190519/001' [] []
[2019-05-19 21:18:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-05-19 21:18:17] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-05-19 21:18:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 3 [] []
[2019-05-19 21:18:17] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:30:04] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20190519/001' [] []
[2019-05-19 21:30:04] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20190519/001' [] []
[2019-05-19 21:30:10] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-05-19 21:30:10] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-05-19 21:30:10] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 3 [] []
[2019-05-19 21:30:10] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:30:15] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-05-19 21:30:15] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-05-19 21:30:15] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-05-19 21:30:19] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 21:30:19] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 21:30:19] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 21:30:19] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:30:19] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 3 [] []
[2019-05-19 21:30:19] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:30:22] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:30:22] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/001' [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> buat_suratjalan [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20190519/%' [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20190519/002 [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000002","surat_jalan_detail_nama_barang":"asu","surat_jalan_detail_jenis_print":"asuuuu","surat_jalan_detail_warna":"3","surat_jalan_detail_kain":"1234","surat_jalan_detail_nama_warna":"merah","surat_jalan_detail_subtotal_qty":"25","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"4","surat_jalan_detail_satuan_pack":"Roll"}] [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_jenis_pesanan, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/002', 'AD2333', '2019-05-19', 'U', 3, 'PSN/20190514/001', 'B') [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_kain, surat_jalan_detail_nama_warna, surat_jalan_detail_pesanan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/002', '1234', 'merah', '0000000002', 'asu', 'asuuuu', 3, 25, 'Kg', 4, 'Roll', '' '') [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> upd_psn : UPDATE detail_pesanan p SET p.upd_tms = NOW(), p.upd_usr = 'superuser', p.detail_pesanan_status = 'SRJ/20190519/002' WHERE p.detail_pesanan_no_pesanan = 'PSN/20190514/001' AND p.detail_pesanan_nama_barang = 'asu' AND p.detail_pesanan_jenis_print = 'asuuuu' [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-05-19 21:30:37] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> response : Array [] []
[2019-05-19 21:30:39] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20190519/002' [] []
[2019-05-19 21:30:39] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20190519/002' [] []
[2019-05-19 21:30:45] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-05-19 21:30:45] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-05-19 21:30:45] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 3 [] []
[2019-05-19 21:30:45] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:30:45] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 3 [] []
[2019-05-19 21:30:45] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 21:34:09] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-05-19 21:34:09] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-05-19 21:34:09] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-05-19 21:34:15] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 21:34:15] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 21:34:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 21:34:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:34:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 21:34:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:34:17] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 21:34:17] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190512/001' [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> buat_suratjalan [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20190519/%' [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20190519/001 [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000011","surat_jalan_detail_nama_barang":"kain 1","surat_jalan_detail_jenis_print":"bunga","surat_jalan_detail_warna":"3","surat_jalan_detail_kain":"1121","surat_jalan_detail_nama_warna":"Biru","surat_jalan_detail_subtotal_qty":"30","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"1","surat_jalan_detail_satuan_pack":"Roll"},{"surat_jalan_detail_pesanan_key":"0000000012","surat_jalan_detail_nama_barang":"kain 1","surat_jalan_detail_jenis_print":"bunga","surat_jalan_detail_warna":"3","surat_jalan_detail_kain":"","surat_jalan_detail_nama_warna":"Merah","surat_jalan_detail_subtotal_qty":"50","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"1","surat_jalan_detail_satuan_pack":"Roll"}] [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_jenis_pesanan, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/001', '1234RAR', '2019-05-19', 'U', 1, 'PSN/20190512/001', 'B') [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_kain, surat_jalan_detail_nama_warna, surat_jalan_detail_pesanan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', '0000000011', '1121', 'Biru', '0000000011', 'kain 1', 'bunga', 3, 30, 'Kg', 1, 'Roll', '' ''),( NOW(), NOW(), 'superuser', 'superuser', '0000000012', '', 'Merah', '0000000012', 'kain 1', 'bunga', 3, 50, 'Kg', 1, 'Roll', '' '') [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> upd_psn : UPDATE detail_pesanan p SET p.upd_tms = NOW(), p.upd_usr = 'superuser', p.detail_pesanan_status = 'SRJ/20190519/001' WHERE p.detail_pesanan_no_pesanan = 'PSN/20190512/001' AND p.detail_pesanan_nama_barang = 'kain 1' AND p.detail_pesanan_jenis_print = 'bunga' [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-05-19 21:34:24] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> response : Array [] []
[2019-05-19 21:34:25] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20190519/001' [] []
[2019-05-19 21:34:25] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20190519/001' [] []
[2019-05-19 21:35:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
